id , friends
5001,1
5002,0
5003,1
5004,0
5005,0
5006,1
5007,0
5008,0
5009,1
5010,0
5011,1
5012,0
5013,1
5014,1
5015,1
5016,1
5017,1
5018,1
5019,0
5020,1
5021,1
5022,0
5023,1
5024,1
5025,0
5026,1
5027,1
5028,1
5029,0
5030,1
5031,1
5032,1
5033,1
5034,1
5035,1
5036,0
5037,1
5038,1
5039,1
5040,1
5041,0
5042,0
5043,1
5044,1
5045,1
5046,0
5047,1
5048,0
5049,0
5050,1
5051,1
5052,1
5053,1
5054,0
5055,1
5056,0
5057,1
5058,1
5059,0
5060,1
5061,0
5062,0
5063,1
5064,0
5065,1
5066,0
5067,0
5068,0
5069,0
5070,0
5071,1
5072,1
5073,1
5074,0
5075,1
5076,0
5077,1
5078,1
5079,1
5080,1
5081,0
5082,1
5083,1
5084,0
5085,0
5086,1
5087,0
5088,1
5089,1
5090,1
5091,1
5092,1
5093,0
5094,1
5095,1
5096,0
5097,1
5098,1
5099,0
5100,1
5101,1
5102,1
5103,0
5104,1
5105,0
5106,1
5107,1
5108,0
5109,0
5110,1
5111,1
5112,1
5113,1
5114,1
5115,0
5116,1
5117,0
5118,1
5119,0
5120,0
5121,1
5122,1
5123,0
5124,0
5125,0
5126,0
5127,0
5128,0
5129,1
5130,1
5131,0
5132,1
5133,1
5134,0
5135,1
5136,1
5137,1
5138,1
5139,0
5140,1
5141,0
5142,1
5143,1
5144,0
5145,0
5146,1
5147,1
5148,1
5149,0
5150,1
5151,1
5152,1
5153,0
5154,1
5155,0
5156,1
5157,0
5158,1
5159,1
5160,1
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,1
5168,0
5169,1
5170,0
5171,1
5172,0
5173,0
5174,1
5175,1
5176,0
5177,1
5178,1
5179,0
5180,0
5181,0
5182,0
5183,0
5184,1
5185,1
5186,0
5187,1
5188,0
5189,1
5190,1
5191,0
5192,0
5193,1
5194,1
5195,1
5196,1
5197,1
5198,1
5199,1
5200,0
5201,0
5202,1
5203,1
5204,1
5205,0
5206,0
5207,1
5208,1
5209,0
5210,1
5211,1
5212,1
5213,1
5214,0
5215,0
5216,0
5217,0
5218,1
5219,1
5220,0
5221,0
5222,0
5223,1
5224,1
5225,1
5226,1
5227,1
5228,0
5229,0
5230,1
5231,1
5232,1
5233,1
5234,0
5235,0
5236,0
5237,0
5238,0
5239,1
5240,1
5241,1
5242,1
5243,1
5244,0
5245,0
5246,1
5247,0
5248,1
5249,1
5250,1
5251,1
5252,1
5253,1
5254,1
5255,1
5256,0
5257,0
5258,0
5259,1
5260,1
5261,1
5262,0
5263,0
5264,0
5265,1
5266,1
5267,0
5268,0
5269,0
5270,0
5271,1
5272,0
5273,0
5274,0
5275,1
5276,0
5277,0
5278,0
5279,0
5280,1
5281,1
5282,1
5283,1
5284,1
5285,1
5286,1
5287,0
5288,0
5289,0
5290,1
5291,1
5292,1
5293,1
5294,1
5295,0
5296,1
5297,1
5298,1
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,1
5306,1
5307,1
5308,0
5309,1
5310,0
5311,1
5312,0
5313,0
5314,1
5315,0
5316,0
5317,1
5318,0
5319,1
5320,0
5321,1
5322,1
5323,0
5324,1
5325,1
5326,1
5327,1
5328,0
5329,1
5330,0
5331,1
5332,1
5333,1
5334,0
5335,1
5336,0
5337,1
5338,1
5339,0
5340,1
5341,0
5342,1
5343,0
5344,1
5345,0
5346,1
5347,1
5348,1
5349,1
5350,0
5351,1
5352,0
5353,0
5354,1
5355,1
5356,1
5357,0
5358,0
5359,1
5360,1
5361,0
5362,1
5363,1
5364,1
5365,1
5366,1
5367,0
5368,1
5369,0
5370,0
5371,1
5372,1
5373,1
5374,1
5375,1
5376,0
5377,1
5378,1
5379,1
5380,0
5381,1
5382,0
5383,1
5384,0
5385,0
5386,1
5387,0
5388,1
5389,1
5390,0
5391,1
5392,0
5393,1
5394,0
5395,0
5396,1
5397,0
5398,1
5399,0
5400,0
5401,0
5402,0
5403,1
5404,1
5405,0
5406,0
5407,1
5408,1
5409,1
5410,0
5411,1
5412,1
5413,1
5414,1
5415,0
5416,0
5417,1
5418,0
5419,1
5420,1
5421,1
5422,0
5423,0
5424,1
5425,0
5426,1
5427,1
5428,1
5429,1
5430,1
5431,0
5432,1
5433,0
5434,0
5435,0
5436,0
5437,1
5438,1
5439,1
5440,0
5441,1
5442,1
5443,1
5444,0
5445,1
5446,1
5447,0
5448,1
5449,0
5450,1
5451,0
5452,1
5453,1
5454,0
5455,0
5456,1
5457,0
5458,0
5459,1
5460,0
5461,0
5462,0
5463,0
5464,1
5465,1
5466,1
5467,1
5468,1
5469,1
5470,1
5471,0
5472,1
5473,1
5474,1
5475,1
5476,0
5477,1
5478,1
5479,0
5480,1
5481,0
5482,1
5483,1
5484,0
5485,0
5486,1
5487,1
5488,1
5489,1
5490,1
5491,1
5492,0
5493,1
5494,1
5495,0
5496,1
5497,0
5498,0
5499,0
5500,1
5501,1
5502,0
5503,0
5504,1
5505,1
5506,1
5507,0
5508,1
5509,1
5510,1
5511,1
5512,1
5513,1
5514,0
5515,0
5516,0
5517,0
5518,1
5519,0
5520,1
5521,1
5522,1
5523,0
5524,1
5525,1
5526,0
5527,0
5528,0
5529,1
5530,1
5531,1
5532,1
5533,0
5534,1
5535,1
5536,1
5537,0
5538,0
5539,1
5540,1
5541,0
5542,1
5543,0
5544,1
5545,1
5546,1
5547,1
5548,1
5549,1
5550,1
5551,1
5552,0
5553,0
5554,1
5555,1
5556,1
5557,1
5558,0
5559,0
5560,1
5561,0
5562,1
5563,1
5564,1
5565,1
5566,0
5567,1
5568,1
5569,1
5570,1
5571,1
5572,0
5573,0
5574,0
5575,0
5576,1
5577,1
5578,0
5579,1
5580,0
5581,1
5582,1
5583,0
5584,0
5585,0
5586,1
5587,1
5588,0
5589,1
5590,1
5591,1
5592,1
5593,1
5594,1
5595,0
5596,0
5597,0
5598,1
5599,0
5600,0
5601,0
5602,0
5603,0
5604,1
5605,1
5606,1
5607,1
5608,0
5609,1
5610,1
5611,1
5612,1
5613,1
5614,0
5615,1
5616,1
5617,0
5618,0
5619,0
5620,0
5621,0
5622,1
5623,0
5624,0
5625,1
5626,1
5627,1
5628,0
5629,0
5630,0
5631,0
5632,1
5633,0
5634,1
5635,1
5636,1
5637,1
5638,0
5639,1
5640,1
5641,0
5642,1
5643,0
5644,1
5645,1
5646,0
5647,1
5648,1
5649,1
5650,0
5651,0
5652,1
5653,0
5654,1
5655,1
5656,0
5657,0
5658,1
5659,1
5660,1
5661,1
5662,0
5663,1
5664,0
5665,0
5666,1
5667,1
5668,0
5669,1
5670,0
5671,0
5672,0
5673,1
5674,0
5675,1
5676,0
5677,1
5678,0
5679,0
5680,0
5681,1
5682,1
5683,1
5684,1
5685,0
5686,0
5687,1
5688,1
5689,1
5690,1
5691,1
5692,0
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5699,1
5700,1
5701,0
5702,1
5703,0
5704,0
5705,1
5706,0
5707,1
5708,1
5709,0
5710,1
5711,1
5712,1
5713,0
5714,0
5715,0
5716,1
5717,0
5718,1
5719,1
5720,0
5721,0
5722,1
5723,1
5724,0
5725,1
5726,1
5727,0
5728,0
5729,0
5730,1
5731,0
5732,0
5733,0
5734,1
5735,0
5736,0
5737,1
5738,0
5739,1
5740,1
5741,1
5742,1
5743,0
5744,0
5745,0
5746,0
5747,1
5748,1
5749,1
5750,1
5751,1
5752,0
5753,1
5754,1
5755,1
5756,0
5757,0
5758,1
5759,1
5760,1
5761,1
5762,0
5763,0
5764,1
5765,1
5766,0
5767,1
5768,0
5769,0
5770,1
5771,0
5772,1
5773,1
5774,1
5775,1
5776,1
5777,1
5778,0
5779,1
5780,1
5781,1
5782,0
5783,0
5784,1
5785,1
5786,0
5787,1
5788,0
5789,0
5790,1
5791,0
5792,1
5793,1
5794,1
5795,0
5796,0
5797,1
5798,1
5799,0
5800,1
5801,1
5802,0
5803,1
5804,1
5805,1
5806,1
5807,0
5808,1
5809,0
5810,1
5811,0
5812,1
5813,1
5814,1
5815,0
5816,1
5817,0
5818,1
5819,1
5820,1
5821,1
5822,1
5823,1
5824,0
5825,0
5826,1
5827,1
5828,0
5829,0
5830,1
5831,1
5832,1
5833,0
5834,0
5835,1
5836,1
5837,1
5838,1
5839,0
5840,0
5841,0
5842,1
5843,1
5844,1
5845,0
5846,0
5847,1
5848,0
5849,0
5850,1
5851,1
5852,1
5853,1
5854,0
5855,1
5856,1
5857,1
5858,1
5859,0
5860,1
5861,0
5862,1
5863,0
5864,0
5865,0
5866,1
5867,1
5868,1
5869,1
5870,0
5871,1
5872,1
5873,0
5874,1
5875,1
5876,1
5877,1
5878,1
5879,0
5880,1
5881,1
5882,1
5883,0
5884,0
5885,1
5886,0
5887,0
5888,1
5889,1
5890,0
5891,0
5892,0
5893,0
5894,1
5895,1
5896,1
5897,1
5898,1
5899,0
5900,0
5901,1
5902,0
5903,1
5904,1
5905,0
5906,0
